IAV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2),SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_IAV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2),padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
SNORA11,-0.04191,-0.25316957,-0.0116182,-0.22528,0.45744,0.093972277,0.172297053,1,1,1,0,1,1,1
SNORA11B,0,0,0,0.10599,0,0,0,1,1,1,0,1,1,1
SNORA11C,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA11D,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA11E,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA12,0.16413,-0.094270374,-0.246895887,0.07405,0.17474,1.592315924,1.367139324,1,1,1,0,1,1,1
SNORA13,-0.20762,-0.202614637,-0.070896935,0.57266,0.15217,0.621352069,0.360500129,1,1,1,0,1,1,1
SNORA14A,0,0.00443754,1.115509307,0.61408,0.02807,-0.466187643,-0.481579342,1,1,1,0,1,1,1
SNORA14B,-0.42899,0.602130455,0.665178044,-0.07474,-1.11589,-0.795135234,0.553834899,1,1,1,0,1,1,1
SNORA15,0.05121,0.288795959,0,0,-0.13135,-0.254117103,-0.055830789,1,1,1,0,1,1,1
SNORA16A,0.11975,0.364576774,0.961500516,0.28947,0.21437,-0.305575972,0.187094016,1,1,1,0,0.616865248,1,1
SNORA16B,-0.04191,-0.207015152,-0.068231646,0.1079,-0.31438,-0.143820366,0.600519679,1,1,1,0,1,1,1
SNORA17,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA18,0.49927,0.132007566,-0.166792936,0.47095,-0.38816,0.865592172,1.327193831,0.522654852,0.784580674,0.754684484,0.171493139,0.102881325,0.022890866,7.96E-05
SNORA19,0,0.184863718,0,0,0,0.171835371,0.398004733,1,1,1,0,1,1,1
SNORA20,-0.21239,0.520033831,0.349491003,0.11989,-0.07436,1.722056755,1.584208486,1,1,1,0,1,1,1
SNORA21,-0.24959,-0.701666117,-0.6149015,0.25401,0.10802,1.899635202,1.546881307,1,1,1,0.592442573,1,1,1
SNORA22,0.05121,-0.260218808,-0.220762253,0.10236,0.2841,-0.124214084,0.035616378,1,1,1,0,1,1,1
SNORA23,-0.10854,0.437134934,1.120452274,0.5455,-0.04241,-0.409212026,-0.440007862,1,1,1,0,1,1,1
SNORA24,0.28327,0.856258321,-0.368342308,0.19736,-0.37339,0.257932679,0.728102991,1,1,1,0,0.354738961,1,1
SNORA26,-0.12662,0.288795959,0,-0.71275,0.29536,1.848988432,1.740381483,1,1,1,0,1,1,1
SNORA27,0.00902,0.342282794,0.034795255,0.71151,-0.33249,1.408524414,1.511661364,1,1,1,0,1,1,1
SNORA29,-0.03703,0.34079291,0.036916068,0.40743,-0.36848,1.47323685,1.254766031,1,1,1,0,1,1,1
SNORA2A,0.01315,-0.130417449,0.061633055,0.10599,-0.0045,0.53924143,0.392701934,1,1,1,0,1,1,1
SNORA2B,-0.10328,0.139687226,0.0031317,0,-0.4626,0.207347835,1.537404372,1,1,1,0,1,1,1
SNORA30,0,0,0,0,-0.21442,0.361881646,0,1,1,1,0,1,1,1
SNORA31,0.32835,-0.481824294,-0.747223986,0.72925,0.29359,3.855001776,3.433750506,1,1,1,0,1,1.62E-18,1.95E-14
SNORA32,-0.3429,0.091994493,-0.692591275,0.47753,0.35537,1.556060363,1.705080791,1,0.902553158,1,0.298459275,0.371062508,0.000177346,4.84E-06
SNORA33,0.05163,0.917368169,0.291247066,0.11903,0.382,-0.414031787,0.33062765,1,1,1,0.809861667,0.353714751,1,1
SNORA34,0,0.465810664,0,-0.19826,0.31644,0.901623601,1.636825174,1,1,1,0,1,1,1
SNORA35,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA36A,0,0,0.149593464,0,0.07802,0,0,1,1,1,0,1,1,1
SNORA36B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA36C,0,0,0,0,-0.13135,0,0,1,1,1,0,1,1,1
SNORA37,0,0,0,-0.05263,0.07802,0.50127593,0,1,1,1,0,1,1,1
SNORA38,0,-0.338856423,-0.150392523,0,-0.31435,0,0.418112277,1,1,1,0,1,1,1
SNORA38B,-0.06913,0,0,0.30721,0.11217,0,0.297469732,1,1,1,0,1,1,1
SNORA39,-0.04191,0.111346118,-0.497724202,-0.15705,-0.36108,0.21819703,0.279914658,1,1,1,0,1,1,1
SNORA4,0.08563,0.192640564,0.188396037,0.29868,0.00958,2.015715533,1.295398454,1,1,1,0.594785054,0.983770595,1,1
SNORA40,-0.28165,0.450925853,0.270537262,0.78193,0.19502,1.098602942,1.058721328,0.733528584,0.500935607,0.742817568,0.040996246,0.418064231,6.12E-05,5.82E-05
SNORA41,-0.20629,-0.221227674,-0.263445354,0.31035,-0.17919,1.554680545,1.400220347,1,1,1,0,1,1,1
SNORA42,0,-0.04393584,0.061633055,0.25117,-0.05289,1.033766861,1.473272876,1,1,1,0,1,1,1
SNORA43,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA44,0.00558,0.46071875,0.8164417,-0.5253,0.03174,0.864989531,0.15491563,1,1,1,0,1,1,1
SNORA46,0,0.848929539,0.238159907,0.36571,0.08016,0.90192884,0.392701934,1,1,1,0,1,1,1
SNORA47,-0.03441,-0.10268896,-0.234360568,0.36542,-0.3219,1.199860449,0.394565767,1,1,1,0,1,1,1
SNORA49,-0.15793,-0.054228649,-0.00518286,0.41816,-0.15472,0.201599317,-0.144093974,1,1,1,0,1,1,1
SNORA50,0.12943,-0.359561547,-0.47510632,0.08042,-0.48748,1.055291283,1.789980283,1,1,1,0,1,1,1
SNORA51,0.09668,0.048640439,-0.381956477,0.63751,-0.21081,-0.03913173,-0.195715906,1,1,1,0,0.600214619,1,1
SNORA52,-0.1487,-0.486006041,-0.431299135,0.79635,0.21314,1.593400914,1.867992176,1,1,1,0,1,1,1
SNORA53,0.26583,0.165691624,0.443019592,0.30011,0.31869,1.467461647,1.307891125,1,1,1,0,1,1,1
SNORA54,0,-0.32574129,-0.219136905,0.04327,0.17924,0.207347835,0.708151808,1,1,1,0,1,1,1
SNORA55,0.01315,-0.169306679,-0.438995429,-0.25094,-0.00955,0.035761795,-0.057304463,1,1,1,0,1,1,1
SNORA56,-0.28521,0.18145986,0.403844735,-0.07641,-0.21592,0.262421631,0.391043361,1,1,1,0,1,1,1
SNORA57,-0.55254,-1.215923752,-1.613486368,-0.66457,-0.53046,0.987997453,1.776276566,1,1,1,0,1,1,0.000186814
SNORA58,-0.33892,-0.183989991,-0.703808573,-0.42026,-0.22092,0.171835371,0.083557025,1,1,1,0,1,1,1
SNORA59A,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA59B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA5A,-0.10192,0.020973844,-0.744301407,0.47126,0.42559,0.639673182,0.387715745,1,1,1,0,1,1,1
SNORA5B,-0.02082,0.57103726,0.533551224,0.60531,-0.45542,0.768573254,1.343271553,1,1,1,0,1,1,1
SNORA5C,-0.19705,-0.751051541,-0.627505313,-0.1681,-0.59877,0.6273327,0.108777789,1,1,1,0.763683512,1,1,1
SNORA6,0.04472,0.564371414,-0.023844609,0.24054,-0.58317,0.976151097,0.683306353,1,1,1,0,0.055133253,1,1
SNORA60,0.05121,-0.339031688,-0.199443646,-0.43,-0.28409,1.240245107,-0.311619733,1,1,1,0,1,1,1
SNORA61,0.38796,0.569587889,0.398223393,0.29023,-0.29644,0.339545391,0.271266993,0.651678574,0.352026171,0.534452482,0.474913434,0.214528307,0.5263801,0.53127675
SNORA62,0.09356,0.16567679,-0.19959523,-0.01712,0.02326,1.841883389,2.042327469,1,1,1,0,0.959515138,7.93E-05,7.41E-07
SNORA64,-0.01206,-0.773479637,-0.567462727,0.07055,-0.66675,0.796319484,0.117248574,1,1,1,0,0.06884371,1,1
SNORA65,0.12191,-0.057511366,-1.298462371,-0.45278,-0.20048,2.182704214,2.305889249,1,1,1,0,1,1,1
SNORA66,-0.04191,-0.322192771,0.082234112,0.8403,0.01167,1.762261928,1.333852619,1,1,1,0,1,1,1
SNORA67,-0.40415,-0.550104822,0.100777941,-0.04791,-0.41191,1.721385445,1.710493847,0.638735168,0.366002639,0.878470199,0.931396797,0.149388076,3.95E-08,9.83E-09
SNORA68,0.14159,-0.405821967,-0.695490721,0.61623,-0.00783,1.899981534,1.785760963,1,1,1,0,1,1,1
SNORA69,0.03708,0.127421025,0.200228373,0.54695,0.16142,0.966222753,1.57986217,1,1,1,0,1,1,1
SNORA70,-0.47106,-0.708423554,-0.593694551,0.31103,-0.37471,1.814473167,1.773126453,0.572161595,0.356148311,0.467253059,0.437082921,0.122683938,4.59E-13,1.98E-10
SNORA70B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA70C,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA70D,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA70E,0,0,0,0.10599,0,0,0,1,1,1,0,1,1,1
SNORA70F,0,0,0,0,0,0.366236635,0.268040112,1,1,1,0,1,1,1
SNORA70G,0,0,0,0,0,0,0.386901702,1,1,1,0,1,1,1
SNORA71A,-0.14592,0.451622023,0.5313063,0.80769,-0.11517,-0.105724062,-0.528376453,1,1,1,0,1,1,1
SNORA71B,-0.04226,-0.145541331,-0.284091654,-0.23391,-0.74433,0.696017538,0.007385422,1,1,1,0,1,1,1
SNORA71C,0.05486,-0.851347203,-0.619217897,0.34108,-0.52425,-0.314932791,-0.098966,1,1,1,0,1,1,1
SNORA71D,0,-0.207015152,-0.234360568,0.11735,0.07351,0,0,1,1,1,0,1,1,1
SNORA72,-0.0766,-0.225297638,-0.472563509,-0.57035,-0.45588,1.218188764,2.012973792,1,1,1,0,1,1,1
SNORA74A,-0.08488,0.100263907,0.141371609,0.56472,0.19615,0.574804576,0.10890504,1,1,1,0,1,1,1
SNORA74B,-0.06913,0,0.149593464,0.63037,0.4519,0.407501793,0.147194828,1,1,1,0,1,1,1
SNORA75,-0.02082,0.548411287,-0.062368823,-0.2859,0.10565,1.972187637,2.047784189,1,1,1,0,1,1,1
SNORA76,-0.35318,-1.679592557,-1.436015206,-0.67162,-1.8182,-1.028469057,-0.21802333,1,0.033635681,0.06514323,0,4.57E-07,1,1
SNORA77,0,0.100263907,0.554918763,0.10599,0.37082,0.768573254,0.257885831,1,1,1,0,1,1,1
SNORA78,0,-1.585025391,-1.581615967,-0.14787,-0.25893,1.43817259,0.268040112,1,1,1,0,1,1,1
SNORA79,0,0,0,0,0.11217,0,0,1,1,1,0,1,1,1
SNORA7A,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA7B,0.16413,-0.146836451,-0.423517233,0.65377,-0.18644,0.366236635,0.994117253,1,1,1,0,1,1,1
SNORA8,0.67648,0.390105694,-0.05073544,0.47234,0.14508,2.038722786,2.218913473,0.383892528,0.532050377,1,0.224180866,0.634530324,9.15E-09,3.56E-10
SNORA80,0.04748,-0.338856423,-0.358095566,0,0,0,0,1,1,1,0,1,1,1
SNORA80B,0,0.007960221,0.267654075,0.02168,0.17528,2.477966558,2.465779467,1,1,1,0,1,1,1
SNORA81,0.17868,0.083636535,-0.074900522,-0.72229,0.34024,0.72782756,0.586996716,1,1,1,0,0.4182782,1,1
SNORA84,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORA9,-0.04813,0.726752193,-0.375493468,0.35687,-0.46589,0.402233874,-0.279405156,1,1,1,0,0.212118877,1,1
SNORD10,-0.07138,-0.060263927,0.138727955,0.57021,-0.82984,2.700728323,2.726094331,1,1,1,0,0.01143113,7.59E-08,3.50E-09
SNORD100,-0.07472,0.189344131,0.049746896,-0.79138,0.0998,0.858771917,0.840665058,1,1,1,0,1,1,1
SNORD101,-0.02304,0.412004541,0.54961675,-0.29585,-0.44073,1.438314802,1.566403407,1,1,1,0,1,1,1
SNORD102,0.26228,-0.445412083,-1.006334785,0.63052,0.21792,2.34981589,1.937120061,1,1,1,0,1,1,1
SNORD103A,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD103B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD105,0,0,0,0,-0.31719,0.822092999,0,1,1,1,0,1,1,1
SNORD105B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD107,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD108,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD109A,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD109B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD11,-0.13788,0.944963103,1.763057423,-0.07432,-0.20039,1.571168902,1.358866468,1,1,1,0,1,1,1
SNORD110,-0.52457,0.028464039,0.589699323,-0.3129,-0.62812,-0.311572807,-0.524399063,1,1,1,0,0.084882253,1,1
SNORD111,-0.04191,0.093258646,0,0.19005,-0.01211,0,0.258906832,1,1,1,0,1,1,1
SNORD111B,0,0.370237905,0,0,0.11831,0,0,1,1,1,0,1,1,1
SNORD113-1,0,0,0.222272066,0,0,0,0,1,1,1,0,1,1,1
SNORD113-2,0,0.109151806,0,0,0.07802,0,0,1,1,1,0,1,1,1
SNORD113-4,0,-0.200211552,-0.356916321,0,-0.04461,0.366236635,0.297469732,1,1,1,0,1,1,1
SNORD113-5,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD113-6,0,0,0,0,0,0.359978262,0,1,1,1,0,1,1,1
SNORD113-7,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD113-9,0,0,0,0,-0.12712,0,0,1,1,1,0,1,1,1
SNORD114-1,0,0,0.259517875,0,0,0,0.652970668,1,1,1,0,1,1,1
SNORD114-10,0,0,0.149593464,0,-0.1583,-0.03687854,0.092525826,1,1,1,0,1,1,1
SNORD114-11,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-12,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-13,0.12364,0,0,0,0,0,0.268040112,1,1,1,0,1,1,1
SNORD114-14,0,0,0,0,0.07802,0,0,1,1,1,0,1,1,1
SNORD114-15,0,0,0,0,-0.12712,0,0,1,1,1,0,1,1,1
SNORD114-16,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-17,0,0,0,0,-0.13135,0,0,1,1,1,0,1,1,1
SNORD114-18,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-19,0,0,0,0,0,0,0.652970668,1,1,1,0,1,1,1
SNORD114-2,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-20,0,0,0,0,0,0.201599317,0.10890504,1,1,1,0,1,1,1
SNORD114-21,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-22,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-23,0,0,0,0,0,0,0.268040112,1,1,1,0,1,1,1
SNORD114-24,0,0,0,0,0,0,0.297469732,1,1,1,0,1,1,1
SNORD114-25,0,0,0,0,0,0,0.268040112,1,1,1,0,1,1,1
SNORD114-26,0,0,0,0,0.24227,-0.162468055,0.373891074,1,1,1,0,1,1,1
SNORD114-27,0,0,0,0,0,0,0.297469732,1,1,1,0,1,1,1
SNORD114-28,0,0,0.141371609,0,0,0.821630952,0.258906832,1,1,1,0,1,1,1
SNORD114-29,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-3,0,0,0,0,0,0,0.258906832,1,1,1,0,1,1,1
SNORD114-30,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-31,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-4,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-5,0.09219,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-6,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-7,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-8,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD114-9,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-1,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-10,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-11,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-12,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-13,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-14,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-15,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-16,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-17,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-18,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-19,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-2,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-20,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-21,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-22,0,0,0,0,0.07802,0,0,1,1,1,0,1,1,1
SNORD115-23,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-24,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-25,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-26,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-27,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-28,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-29,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-3,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-30,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-31,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-32,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-33,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-34,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-35,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-36,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-37,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-38,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-39,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-4,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-40,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-41,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-42,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-43,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-44,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-45,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-47,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-48,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-5,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-6,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-7,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-8,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD115-9,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-1,-0.0693,0.277628708,0.390560388,0,-0.21562,-0.656846199,-0.671978146,1,1,1,0,1,1,1
SNORD116-10,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-11,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-12,0,0.416356859,0,0,0.11217,0,0,1,1,1,0,1,1,1
SNORD116-13,0,-0.090540342,0.454369579,0,-0.19703,0.035761795,-0.06556773,1,1,1,0,1,1,1
SNORD116-14,0.12364,0,0.141371609,0,0.08184,-0.269530436,-0.277458707,1,1,1,0,1,1,1
SNORD116-15,0,0,0.141371609,0,0,-0.524847292,-0.536866371,1,1,1,0,1,1,1
SNORD116-16,0,0.109151806,0.149593464,0,-0.08973,0,0,1,1,1,0,1,1,1
SNORD116-17,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-18,0,0.093258646,0.141371609,0,0.44682,0.361881646,0,1,1,1,0,1,1,1
SNORD116-19,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-2,-0.20762,-0.207015152,-0.234360568,0,0.34731,-0.787172218,-0.178222521,1,1,1,0,1,1,1
SNORD116-20,-0.15663,0.282566302,-0.236698419,0,-0.28479,-1.236721476,-1.114111449,1,1,1,0,1,1,1
SNORD116-21,0.05093,1.345951904,1.040970745,0,-0.43149,-0.833789107,-0.703285865,1,1,1,0,0.315484602,1,1
SNORD116-22,-0.3742,-0.626020546,0.114087551,0,0.23385,-0.901901466,-1.7068401,1,1,1,0,1,1,1
SNORD116-23,0.00902,0,0,0,0.41496,-0.619223958,-0.092454652,1,1,1,0,1,1,1
SNORD116-24,-0.20762,-0.450706468,0.507165451,0,0.3723,0.102343635,-0.001298443,1,1,1,0,1,1,1
SNORD116-25,0,0,0,0,0,-0.143820366,-0.144093974,1,1,1,0,1,1,1
SNORD116-26,0,0,0,0,-0.16114,0,0,1,1,1,0,1,1,1
SNORD116-27,0,0.100263907,0,0,-0.07354,0,0,1,1,1,0,1,1,1
SNORD116-28,-0.15793,0.284003548,0.54584699,0,-0.2943,-0.681636913,-0.364306861,1,1,1,0,1,1,1
SNORD116-29,0,0,0,0,0.07585,0.171835371,0.576321814,1,1,1,0,1,1,1
SNORD116-3,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-4,0.10304,-0.541877618,0.11317711,0,-0.60603,-0.511116981,-0.886845533,1,1,1,0,0.133167042,1,1
SNORD116-5,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-6,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-7,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD116-8,0,-0.053020858,0.070529551,0,-0.20024,-0.75658767,-0.428321725,1,1,1,0,1,1,1
SNORD116-9,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD117,0.2318,-0.146643371,-0.292997938,0.27889,0.18146,0.918319048,0.422930597,1,1,1,0,1,1,1
SNORD119,0.05121,0.566189572,0.149593464,0.77063,-0.65581,2.375768507,2.517113777,1,1,1,0,1,1,1
SNORD11B,-0.06913,0.071215575,0.0031317,0.1079,0.11831,1.43817259,0.394614156,1,1,1,0,1,1,1
SNORD12,-0.12761,0.655444505,0.725534048,0.35207,-0.12545,-0.039547446,0.11440025,1,1,1,0,1,1,1
SNORD121A,0,0,0.149593464,0,0.21695,-0.143820366,-0.144093974,1,1,1,0,1,1,1
SNORD121B,-0.14506,0,0,0,0,-0.086121924,-0.714582069,1,1,1,0,1,1,1
SNORD123,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD124,-0.1487,0,0,0,0,0.361881646,0,1,1,1,0,1,1,1
SNORD125,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD126,0,0,0,0,-0.01418,0,0.652970668,1,1,1,0,1,1,1
SNORD127,0.12364,0.093258646,0,0,-0.12712,0,0.481860328,1,1,1,0,1,1,1
SNORD12B,0.08034,0.329722085,-0.097519228,-0.13623,0.17537,0.396120417,0.198580812,1,1,1,0,1,1,1
SNORD12C,-0.1144,0.503425034,0,0.62659,-0.17825,0.136953356,0.821192756,1,1,1,0,1,1,1
SNORD15A,-0.28521,-0.646808012,-0.228689815,0.19075,0.71505,-0.15393264,-0.655292197,1,1,1,0,1,1,1
SNORD16,0.24213,-0.307323314,0.201764504,0.05678,-0.50233,0.068748628,-0.921272241,1,1,1,0,0.277219254,1,1
SNORD17,-0.6669,0.479891776,0.962983163,0.85794,-1.04378,-0.12109303,-0.713951519,0.272911046,0.440095605,0.106366945,0.064871567,0.000396952,1,1
SNORD18A,-0.15793,0.147040462,0,-0.1207,0.12232,0.809765644,0.502687013,1,1,1,0,1,1,1
SNORD18B,0.02542,0.166673307,0.193000226,0.20912,0.26873,2.012217013,2.159697375,1,1,1,0,1,1,1
SNORD18C,-0.35138,0.117355143,-0.342428644,0.02878,0.87975,0.401511694,0.23108698,1,1,1,0,0.018560246,0.343881596,0.617994195
SNORD19,-0.04191,-0.434799332,-0.703808573,-0.11973,0.29445,0.219008193,0.647486574,1,1,1,0,1,1,1
SNORD19B,0.29378,1.42672235,1.221224124,0.29807,0.07184,1.874314901,1.383567911,1,1,1,0,0.866326355,1,1
SNORD1A,-0.20762,-0.176463564,-0.356916321,-0.44883,-0.10374,2.853803012,2.639762739,1,1,1,0,1,1,1
SNORD1B,0,0.109151806,0,-0.56532,0.00232,0.600001746,-0.276472499,1,1,1,0,1,1,1
SNORD1C,-0.04191,0.108530834,0.192145508,-0.75083,-0.58827,0.569361196,-0.198483965,1,1,1,0,1,1,1
SNORD2,0.50329,0.632660888,0.253773335,0.07137,0.31339,0.488953392,0.099343483,1,1,1,0.894249028,0.410476964,1,1
SNORD20,0.05844,0.092232934,-0.117986391,0.35458,0.25387,1.376720318,2.344106075,1,1,1,0,1,1,1
SNORD21,-0.0693,0,0.149593464,0.4597,0.26893,0.767117882,1.44236825,1,1,1,0,1,1,1
SNORD22,-0.16819,0.158570272,-0.217232018,0.02672,-0.19599,0.675565445,0.096141116,0.866658971,1,1,0.956031441,1,0.1640478,0.824389107
SNORD23,-1.11323,-1.059247056,-0.636879075,-0.31148,-0.91892,0.901941016,0.388000523,1,1,1,0.454422111,0.022737732,1,1
SNORD24,0.38926,0.512597492,0.529906254,-0.45436,0.07946,-0.088316478,-0.187107116,1,1,1,0,1,1,1
SNORD25,-0.32171,-0.013998869,-0.152914543,-0.53479,-0.99748,0.170271674,0.685912852,1,1,1,0,0.001022955,1,1
SNORD26,-0.12032,0.62315593,-0.032157401,0.36695,-0.7266,1.355782706,1.418635118,1,0.345475751,1,0,0.033424882,1,0.000837717
SNORD27,-0.29062,-0.196161944,-0.092285809,0.12194,-0.59745,1.188588248,0.900900262,1,1,1,0,0.151727524,1,1
SNORD28,-0.0788,0.331361899,0.289884045,-0.31864,0.07065,1.108717128,2.078389538,1,1,1,0,0.866747817,1,3.27E-06
SNORD29,-0.24158,0.417272464,-0.236779632,-0.45593,-0.72274,1.039833378,0.546610483,1,1,1,0,0.029837962,1,1
SNORD30,0.32169,0.498242569,0.137376768,-0.57522,-0.80987,0.040446673,-0.528044007,1,1,1,0,0.012471652,1,1
SNORD31,-0.02657,0.530159769,0.016714414,-0.36878,-0.05491,-0.06136483,0.303015313,0.981308798,0.437447518,0.98444238,0.400324577,0.822191379,0.905932894,0.410029378
SNORD32A,-0.61369,0.076822936,0.532566577,-0.26317,-0.90438,0.448535946,-0.301095973,1,1,1,0.635237433,0.004479632,1,1
SNORD32B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
SNORD33,-0.07472,-0.080844539,-0.520711791,0.84001,-0.38186,0.844986884,0.511791469,1,1,1,0,1,1,1
SNORD34,-0.12407,-0.137737385,-0.080881578,0.37725,-0.36751,0.384124913,-0.91763588,1,1,1,0,1,1,1
SNORD35A,0.27957,-0.840555797,-0.901536793,-0.0685,-1.52906,0.300501725,0.104819258,1,0.308971838,1,0,9.61E-06,1,1
SNORD35B,0.13998,-0.616562705,-1.432987501,-0.66287,-0.33202,1.138828533,0.847387075,1,1,1,0,0.355941576,0.004576511,0.037125521
