log2FoldChange,padj
PHF19,-0.3226457121,0.8258978369
TRAF1,-1.6741246653,0.2398328011
C5,-1.3922574193,NaN
CNTRL,-0.2517639914,0.8650349318
RAB14,-0.0929036535,0.9366591955
GSN,-2.3159297447,0.070594424
STOM,1.0720640735,0.2765143
GGTA1P,-1.1972302429,0.4402641594
DAB2IP,-2.3708943529,0.0439727806
TTLL11,-1.4712293077,NaN
MIR4478,NaN,NaN
NDUFA8,-0.0052430924,0.9976934007
MORN5,-0.7269546982,NaN
LHX6,-1.4389346521,NaN
RBM18,0.3131546321,0.8320937251
MRRF,0.4592289931,0.6865206131
PTGS1,-0.9901469325,0.4127436493
OR1J1,NaN,NaN
OR1J2,-0.0127306013,NaN
OR1J4,NaN,NaN
OR1N1,-0.0247642211,NaN
OR1N2,NaN,NaN
OR1L8,-0.1154693445,NaN
OR1Q1,NaN,NaN
OR1B1,NaN,NaN
OR1L1,NaN,NaN
OR1L3,-0.0247642211,NaN
OR1L4,NaN,NaN
OR1L6,NaN,NaN
OR5C1,NaN,NaN
OR1K1,-0.0127306013,NaN
PDCL,-1.6822518979,0.1731476707
RC3H2,-1.8145724817,0.1857852423
SNORD90,NaN,NaN
ZBTB6,-2.0854354887,NaN
ZBTB26,1.0440669859,NaN
RABGAP1,-0.6110317638,0.5633789105
GPR21,-0.0362339798,NaN
MIR600HG,-1.2765442878,NaN
MIR600,NaN,NaN
STRBP,-0.4639460419,0.7590925673
CRB2,NaN,NaN
DENND1A,-0.5685863619,0.672269416
MIR601,-0.0247642211,NaN
LHX2,-0.0815314786,NaN
NEK6,-0.7074682188,0.5707143532
PSMB7,-1.2017271379,0.3076621385
LOC100129034,-1.7820704364,0.0943474089
GPR144,NaN,NaN
NR5A1,-0.1154693445,NaN
NR6A1,-0.6363268607,NaN
MIR181A2HG,-0.5605539519,NaN
MIR181A2,-0.0127306013,NaN
MIR181B2,NaN,NaN
OLFML2A,-1.6395660857,0.265525807
WDR38,-0.5268917324,NaN
RPL35,-0.3459571671,0.6920027691
ARPC5L,-2.0372690616,0.0533662609
GOLGA1,-1.9790514405,NaN
SCAI,-1.9633708143,NaN
PPP6C,1.2466557424,0.1091772738
RABEPK,-1.1755543251,0.3338755659
HSPA5,-1.3215529441,0.2250791429
GAPVD1,-2.4984926584,0.0300764417
MAPKAP1,-1.1222367445,0.2583921401
PBX3,-0.7762788282,0.5897494005
MVB12B,-2.4020653143,0.0824426679
NRON,-0.0247642211,NaN
LMX1B,-0.1437465976,NaN
ZBTB43,-1.2968983037,0.3321810106
ZBTB34,-3.0217652879,0.024965142
RALGPS1,-2.1659549759,NaN
ANGPTL2,-2.5490309318,0.0332772236
GARNL3,-1.7794759818,NaN
SLC2A8,-0.9342381287,0.5126528043
ZNF79,-0.9243249334,NaN
RPL12,0.5245873628,0.5672021638
SNORA65,-0.9381927018,NaN
LRSAM1,-2.8231843543,0.0383624288
FAM129B,-1.8245992578,0.0336513549
STXBP1,-0.3419899791,0.8000998285
MIR3911,-0.1753091568,NaN
C9orf117,0.1674697643,NaN
PTRH1,-2.9162130932,0.0314615894
TTC16,-0.5047185464,NaN
TOR2A,-1.3468521882,NaN
SH2D3C,-1.3536041512,0.3097022163
MIR3960,-0.0362339798,NaN
MIR2861,NaN,NaN
CDK9,-2.9116551313,NaN
FPGS,-1.8054146955,0.1127257182
ENG,-2.6091047023,0.0352541414
AK1,-1.9906970679,0.0651323427
MIR4672,-0.0362339798,NaN
ST6GALNAC6,-3.4932816492,NaN
ST6GALNAC4,-2.6983309225,0.0263570283
PIP5KL1,-0.7431465019,NaN
DPM2,-0.601651808,0.582463883
FAM102A,-1.1370190621,0.3272856921
NAIF1,-2.3902498615,0.0840756394
SLC25A25,-3.6891866329,NaN
LOC100289019,-1.7061058164,NaN
PTGES2,-0.225455984,0.8710895137
LOC389791,-0.1634306134,NaN
LCN2,2.9689125584,0.0103121087
C9orf16,0.13925883,0.9341839194
CIZ1,-0.1177977381,0.93877629
DNM1,0.7586446896,NaN
MIR199B,NaN,NaN
MIR3154,NaN,NaN
GOLGA2,-1.9477831333,0.0661903062
SWI5,-0.5968511449,0.6908572961
TRUB2,-2.9533077793,0.0288467517
COQ4,-2.1792917882,0.0937435568
SLC27A4,-2.3520097209,NaN
URM1,-2.1266538152,0.0593188545
MIR219-2,NaN,NaN
MIR2964A,NaN,NaN
CERCAM,-0.6862467272,0.6846144514
ODF2,0.3324585582,0.7428570653
GLE1,-1.1000053132,0.378302674
SPTAN1,-0.5758777307,0.6176194695
WDR34,-1.3089621976,0.3381499215
SET,-0.632328052,0.5099749264
PKN3,-2.3576951826,0.0808398048
ZDHHC12,-2.3506593488,0.0913300386
LOC100506100,-0.8238267751,NaN
ZER1,-2.1002855755,0.0984280606
TBC1D13,-0.7752262154,0.5796981783
ENDOG,-1.4468667411,NaN
C9orf114,-2.8998627106,0.0199175335
CCBL1,0.0940170716,NaN
LRRC8A,-1.19891232,0.2228784554
PHYHD1,-0.8851565559,0.5626280742
DOLK,-2.538202882,0.0645202639
NUP188,-2.4069571968,0.0268260234
SH3GLB2,-1.0830594202,0.4383179331
FAM73B,-2.793798977,0.041497805
DOLPP1,-1.8651435863,NaN
CRAT,-1.6538334401,0.2196824503
PPP2R4,-3.0926345344,0.0171626909
IER5L,1.6360174429,0.1392040148
C9orf106,-0.0232011249,NaN
LOC100506190,-0.3048300179,0.8432875427
C9orf50,-0.1437465976,NaN
NTMT1,-2.2047361887,0.0691750053
ASB6,-2.6701987801,0.0265288166
PRRX2,-1.939809156,NaN
PTGES,-1.0166271428,0.4880563877
TOR1B,2.2367882856,0.0109253147
TOR1A,0.830305917,0.4351459993
C9orf78,-0.4430431845,0.7179752534
USP20,-2.7530643812,0.030835783
FNBP1,-0.1130768419,0.9242543229
GPR107,-1.5906256332,0.0992597056
NCS1,-1.9777135539,0.0736373124
ASS1,-0.9991284655,0.4389708464
LOC100272217,-0.672870697,NaN
FUBP3,-0.9978423928,0.3288253331
PRDM12,-0.0247642211,NaN
EXOSC2,-0.9280659752,0.459425795
ABL1,-1.7077425482,0.1345575591
QRFP,-0.5944364654,NaN
FIBCD1,-1.8396344191,NaN
LAMC3,-2.4591369701,0.0539610014
AIF1L,-2.2428776706,0.1045502489
NUP214,-0.0246320392,0.986228979
FAM78A,-2.2044006107,NaN
PPAPDC3,-1.05412786,NaN
PRRC2B,-1.4701114344,0.0987901418
SNORD62B,NaN,NaN
SNORD62A,NaN,NaN
POMT1,-2.4950311276,0.058001204
UCK1,-3.4207435176,0.0092725807
RAPGEF1,-2.6997995021,0.0035918906
MED27,-1.7635037125,0.1281561053
NTNG2,2.4867259064,0.0416670384
SETX,-0.0609776162,0.9682763382
TTF1,-3.0427344188,0.0234231615
C9orf171,2.350765599,0.0927781147
BARHL1,-0.0362339798,NaN
DDX31,-2.1696315761,0.0878448544
GTF3C4,-0.7133980899,0.6548143864
AK8,-0.9379710689,NaN
C9orf9,-1.1149354007,NaN
TSC1,-3.2124171041,0.0082415601
GFI1B,-0.5957124804,NaN
GTF3C5,-2.6580486342,NaN
CEL,-0.1490566753,NaN
CELP,NaN,NaN
RALGDS,-3.8001733578,0.0007056289
GBGT1,-2.3736048791,0.0868855852
OBP2B,NaN,NaN
ABO,-0.4356963977,NaN
SURF6,-2.7954881726,0.0180710195
MED22,-1.5324208067,0.2048418606
RPL7A,-1.6012461915,0.0208883637
SNORD24,-0.2063239441,NaN
SNORD36B,-0.4231368624,NaN
SNORD36A,-0.5552336328,NaN
SNORD36C,-1.5332961929,NaN
SURF1,-3.0162690085,0.0204104905
SURF2,-0.0554368273,0.9744612584
SURF4,-1.3426922735,0.2283544761
C9orf96,-0.5706690874,NaN
REXO4,-1.9194311936,0.0850941927
ADAMTS13,1.7105035534,0.2459373351
CACFD1,-0.2991901732,0.8635263977
SLC2A6,1.5019851211,0.1889507496
TMEM8C,NaN,NaN
ADAMTSL2,-2.0130078308,NaN
FAM163B,NaN,NaN
DBH,-0.630417378,NaN
SARDH,-0.8972762627,NaN
VAV2,-1.9048863019,0.1232855162
LINC00094,-2.2111852631,0.1158563146
BRD3,-2.7375112939,0.045752106
WDR5,-2.5790826332,0.0211631964
RNU6ATAC,2.6847249363,0.0500021857
RXRA,-2.0824210695,0.0701448011
MIR4669,-0.0362339798,NaN
COL5A1,1.6672726817,0.0779508472
MIR3689A,NaN,NaN
MIR3689C,NaN,NaN
MIR3689D1,NaN,NaN
MIR3689B,NaN,NaN
MIR3689D2,NaN,NaN
MIR3689E,NaN,NaN
MIR3689F,NaN,NaN
FCN2,-0.0232011249,NaN
FCN1,2.9758266813,0.0246821057
OLFM1,-1.1286244031,0.437524982
LOC401557,NaN,NaN
C9orf62,NaN,NaN
LOC100506599,-0.3838077912,NaN
PPP1R26,-1.2302999491,0.3619477363
C9orf116,1.5486230244,0.2169653178
MRPS2,-2.7960881222,NaN
LCN1,-0.4402385202,NaN
OBP2A,-0.1414789492,NaN
PAEP,-0.4079939063,NaN
LOC100130954,NaN,NaN
GLT6D1,NaN,NaN
LCN9,NaN,NaN
SOHLH1,NaN,NaN
KCNT1,-0.6971359301,NaN
CAMSAP1,-1.1011320754,NaN
UBAC1,-1.2810891996,0.3254236464
NACC2,-1.1410249251,0.3354217601
C9orf69,-0.3950031137,0.7967215254
LHX3,NaN,NaN
QSOX2,-1.4044292571,0.2300939373
DKFZP434A062,-0.2091543907,NaN
GPSM1,0.8002434527,0.6139706817
DNLZ,-0.7016287375,0.6330148991
CARD9,-0.9388675762,NaN
SNAPC4,-0.285639261,0.8635263977
SDCCAG3,-3.7976491297,0.0025712064
PMPCA,-1.8149232455,NaN
INPP5E,-0.816802177,0.5862710037
SEC16A,-1.9344495089,0.0625619184
C9orf163,-0.0577779504,NaN
NOTCH1,-1.7206761637,0.1372685008
MIR4673,-0.0127306013,NaN
MIR4674,NaN,NaN
EGFL7,-1.9948945116,NaN
MIR126,-0.7660749261,NaN
AGPAT2,-2.2989452425,0.0601432612
FAM69B,-0.9976404136,0.5258288974
SNHG7,-2.2951063965,NaN
SNORA43,NaN,NaN
SNORA17,NaN,NaN
LCN10,-3.8445110751,0.0026651508
LCN6,-2.9462089878,0.0118319322
LOC100128593,1.2489606138,NaN
LCN8,-0.0247642211,NaN
LCN15,NaN,NaN
TMEM141,-3.3017095594,0.0128061583
KIAA1984,-0.552026166,NaN
KIAA1984-AS1,-0.3531167066,NaN
RABL6,-2.7494046134,0.0327449881
MIR4292,-0.0247642211,NaN
C9orf172,-0.0472189909,NaN
PHPT1,-2.2268501958,0.0590522514
MAMDC4,-0.3503627457,NaN
EDF1,-0.9674968497,0.3493764525
TRAF2,-2.9359792124,0.0204104905
MIR4479,NaN,NaN
FBXW5,-4.3521742024,0.0002441705
C8G,-0.4906609116,NaN
LCN12,-0.0362339798,NaN
PTGDS,1.1097824757,0.3592138077
LCNL1,-0.1593032806,NaN
C9orf142,-2.0812743048,0.090309554
CLIC3,-2.8666784431,0.0351685433
ABCA2,-0.8046739148,0.608184528
C9orf139,-0.2091543907,NaN
FUT7,2.0372362364,0.1529400454
NPDC1,-0.9523707031,0.5314322565
ENTPD2,-0.1154693445,NaN
SAPCD2,-0.4045545125,NaN
UAP1L1,-2.5047427116,0.0676195891
LOC100289341,-1.0930868649,NaN
MAN1B1,-2.4811497853,0.0563650463
DPP7,-2.8695741773,0.0090926032
GRIN1,-0.1141508788,NaN
LRRC26,1.8179014472,NaN
MIR3621,NaN,NaN
ANAPC2,-2.5039649825,0.05766941
SSNA1,-3.1024744984,0.0132952504
TPRN,0.0974133088,NaN
TMEM203,-1.0984425893,0.3810423378
NDOR1,-2.1868705213,NaN
RNF208,-0.8435208331,NaN
C9orf169,-0.0635296015,NaN
RNF224,-0.0127306013,NaN
SLC34A3,NaN,NaN
TUBB4B,-4.2617846246,NaN
FAM166A,-0.1054558736,NaN
LOC100129722,-0.0472189909,NaN
C9orf173,NaN,NaN
NELFB,-2.8094808062,0.0288790374
TOR4A,1.6978866957,0.1311608089
NRARP,-2.6252357444,0.0566055275
EXD3,-1.9928706521,0.1645548897
NOXA1,-0.9863921079,NaN
ENTPD8,-0.1414789492,NaN
NSMF,-2.1420944508,0.0577798471
PNPLA7,-1.5639826042,NaN
MRPL41,-1.6826052561,0.1271235906
WDR85,-3.5806223437,0.0053584169
ZMYND19,-2.7874540779,0.0414335544
ARRDC1,-2.4430980965,0.0533883683
C9orf37,-1.9867319455,NaN
EHMT1,-3.2457663476,0.0073366158
FLJ40292,-0.0247642211,NaN
MIR602,-0.0558826286,NaN
CACNA1B,-0.1143314714,NaN
TUBBP5,-0.322824396,NaN
FAM157B,-0.1999605323,NaN
FLJ43315,NaN,NaN
FAM230C,NaN,NaN
LOC100288966,NaN,NaN
LOC100233156,NaN,NaN
LOC389834,NaN,NaN
LOC283788,NaN,NaN
LOC100507412,NaN,NaN
RNA45S5,NaN,NaN
RNA5-8S5,NaN,NaN
DUX4L,NaN,NaN
PLCXD1,-0.2459120876,0.8796553815
GTPBP6,-1.112789318,NaN
LINC00685,-0.6998957775,NaN
PPP2R3B,-1.4662815483,NaN
SHOX,-0.0984150889,NaN
CRLF2,0.3559348908,NaN
CSF2RA,-2.6075825155,0.0573680774
MIR3690,NaN,NaN
IL3RA,-1.3495436516,0.1392019737
SLC25A6,-1.517234152,0.1643316344
ASMTL-AS1,-1.2052761131,NaN
ASMTL,-3.3899655366,0.010076166
P2RY8,-2.459774358,0.0730202775
AKAP17A,-3.9905204132,0.0011897686
ASMT,-0.0871423128,NaN
DHRSX,-2.0036633439,0.1170782272
ZBED1,-0.6446074729,0.5955640409
CD99P1,-1.4199056012,0.2719433797
LINC00102,-0.3833241475,NaN
CD99,0.4981432551,0.6626879482
XG,-0.417056104,NaN
XGPY2,NaN,NaN
GYG2,-0.4340804076,NaN
ARSD,-2.0283390851,0.1115221938
ARSE,4.5637787747,0.0003117423
ARSH,NaN,NaN
ARSF,-0.0232011249,NaN
CXorf28,NaN,NaN
MXRA5,2.0311756462,0.1174961352
PRKX,-3.0107004787,0.0147593665
LOC389906,1.16479204,0.3378561391
NLGN4X,-0.0150932658,NaN
MIR4770,NaN,NaN
VCX3A,NaN,NaN
HDHD1,-2.546927543,0.0635318224
MIR4767,NaN,NaN
STS,0.6743597586,0.6156770425
VCX,NaN,NaN
PNPLA4,1.371843741,0.3201666931
MIR651,NaN,NaN
VCX2,NaN,NaN
VCX3B,NaN,NaN
KAL1,-2.2684803331,NaN
FAM9A,-0.0441911372,NaN
FAM9B,NaN,NaN
TBL1X,-1.2077179825,0.3262647131
GPR143,-1.1793086645,NaN
SHROOM2,0.0577950258,0.9732214883
LOC100288814,-0.1143314714,NaN
WWC3,-0.115687137,0.939023019
CLCN4,0.6033699283,NaN
MID1,0.9669370335,0.4282934524
HCCS,0.2521426187,0.8790139733
ARHGAP6,-1.5804470071,0.2498262605
AMELX,-0.0127306013,NaN
MSL3,0.5348452196,0.6715594556
FRMPD4,-0.0558826286,NaN
PRPS2,1.2652689732,0.1929829716
TLR7,3.4088238174,0.0070054391
TLR8-AS1,-0.2451580944,NaN
TLR8,1.9698582103,0.0969997663
TMSB4X,-0.0786950218,0.9598768512
FAM9C,-0.0127306013,NaN
LOC100093698,-0.0635296015,NaN
ATXN3L,NaN,NaN
LOC100133123,NaN,NaN
EGFL6,-1.242327565,0.4165529313
TCEANC,-1.1651137144,NaN
RAB9A,-0.2880867832,0.8394504687
TRAPPC2,-2.2002852983,NaN
OFD1,-0.5880644423,0.6734791043
GPM6B,-2.8721552321,0.035627957
GEMIN8,-1.1724315347,0.3762850589
GLRA2,-0.0635296015,NaN
FANCB,-0.5528558356,NaN
MOSPD2,1.1449143345,0.4467060825
ASB9,-1.3717989094,NaN
ASB11,-0.4321737102,NaN
PIGA,-0.9624734932,0.5005237888
PIR-FIGF,NaN,NaN
FIGF,-0.8575920833,NaN
PIR,-0.0692830057,0.9734299786
BMX,-2.3111277353,NaN
ACE2,2.2462107467,0.0976695429
TMEM27,-0.5174312366,NaN
CA5BP1,-0.4752601088,0.771110548
CA5B,-1.6566459735,NaN
INE2,NaN,NaN
ZRSR2,-2.8568828196,0.0357205348
AP1S2,1.7393026555,0.0367519028
GRPR,-0.0362339798,NaN
CTPS2,-2.4922852071,0.0702357603
S100G,NaN,NaN
SYAP1,2.0380525757,0.0195292215
TXLNG,-0.018104224,0.9919911981
RBBP7,-0.1839439686,0.8760874345
REPS2,2.6828529152,0.0184355224
NHS,-1.0368997337,NaN
MIR4768,-0.2049691649,NaN
SCML1,-2.1557080144,0.0592362764
RAI2,-3.0617417639,0.0248556736
BEND2,-0.1490566753,NaN
SCML2,0.4955334696,NaN
CDKL5,-1.0502510785,NaN
RS1,-0.9226841683,NaN
PPEF1,-0.5048708748,NaN
PHKA2-AS1,-0.5188388725,NaN
PHKA2,-1.2908431003,NaN
GPR64,-0.9756167499,NaN
PDHA1,-0.9706003879,0.4084832445
MAP3K15,-0.4998660699,NaN
SH3KBP1,0.2386092311,0.8899551469
CXorf23,1.3434902448,0.2862758559
LOC729609,-0.1437465976,NaN
MAP7D2,0.8889474882,NaN
MIR23C,NaN,NaN
EIF1AX,-0.3147797261,0.8477009681
SCARNA9L,-0.0127306013,NaN
RPS6KA3,-0.7124765333,0.5126528043
CNKSR2,-1.136585088,NaN
KLHL34,-0.0247642211,NaN
SMPX,-0.2069664235,NaN
MBTPS2,1.9368927799,0.0507740768
YY2,-0.3378117949,NaN
SMS,0.3005599798,0.8222669022
PHEX,-0.351077117,NaN
PHEX-AS1,NaN,NaN
LOC100873065,NaN,NaN
ZNF645,-0.0127306013,NaN
DDX53,NaN,NaN
PTCHD1,1.011735229,NaN
PRDX4,-0.5070032556,0.6926041452
ACOT9,0.7173089306,0.539267241
SAT1,2.0259665232,0.053715221
APOO,1.6274161284,0.0987901418
CXorf58,NaN,NaN
KLHL15,-1.2580202237,0.3477407829
EIF2S3,0.8402538563,0.3226274549
ZFX-AS1,NaN,NaN
ZFX,-0.6327289147,0.6417024605
SUPT20HL2,-0.0247642211,NaN
SUPT20HL1,-0.0577779504,NaN
PDK3,0.0107040952,0.99519948
PCYT1B,1.3793224104,NaN
POLA1,-2.5621292253,0.0614981298
SCARNA23,-0.0127306013,NaN
ARX,0.7745051959,NaN
MAGEB18,-0.0232011249,NaN
MAGEB6,NaN,NaN
MAGEB5,NaN,NaN
VENTXP1,NaN,NaN
SMEK3P,NaN,NaN
DCAF8L2,NaN,NaN
MAGEB10,NaN,NaN
DCAF8L1,NaN,NaN
IL1RAPL1,NaN,NaN
MAGEB2,NaN,NaN
MAGEB3,NaN,NaN
MAGEB4,NaN,NaN
MAGEB1,NaN,NaN
NR0B1,NaN,NaN
CXorf21,4.96136025,4.77E-11
GK,2.620559141,0.0195810821
TAB3,0.3240500023,0.8305676394
FTHL17,NaN,NaN
DMD,-1.0493775099,0.4433109455
FAM47A,NaN,NaN
TMEM47,-0.4116673429,0.7932682934
FAM47B,NaN,NaN
MAGEB16,NaN,NaN
CXorf22,-0.4195750674,NaN
CHDC2,-0.2382551573,NaN
CXorf30,-0.1388690847,NaN
FAM47C,NaN,NaN
FTH1P18,NaN,NaN
PRRG1,-2.7622459368,0.0432608857
LANCL3,-0.2525952502,NaN
XK,-0.6646225163,NaN
CYBB,2.8912336861,0.0001305885
DYNLT3,0.0949461209,0.9472267686
CXorf27,NaN,NaN
SYTL5,-0.0679534862,NaN
SRPX,-0.8956443845,0.5736655824
RPGR,-1.8061031765,0.1643316344
OTC,-0.2285933509,NaN
TSPAN7,-1.8791570334,0.1873871156
MID1IP1,-1.2818690834,0.3220713273
LOC286442,-0.0362339798,NaN
BCOR,-3.8238845968,0.0026651508
ATP6AP2,0.3062210775,0.7925579534
MPC1L,NaN,NaN
CXorf38,-0.5644412377,0.6793638774
MED14,-1.0092459955,0.3620950169
LOC100132831,NaN,NaN
USP9X,-0.2636375047,0.8638148738
DDX3X,-0.1271867304,0.914990711
NYX,NaN,NaN
CASK,-0.1447598023,0.9242543229
GPR34,-1.0654946361,NaN
GPR82,-0.090371638,NaN
PPP1R2P9,NaN,NaN
MAOA,-0.6649208648,0.5697560588
MAOB,0.9390238269,0.5018631746
NDP,-0.4320270811,NaN
EFHC2,-0.6959055159,NaN
FUNDC1,0.7344237201,0.6012507856
DUSP21,NaN,NaN
KDM6A,-0.4436759202,0.7688383864
CXorf36,-2.7197904597,0.0495175473
MIR221,-0.5633989317,NaN
MIR222,-0.2991434965,NaN
KRBOX4,-1.690718899,0.1956571596
ZNF674,-0.8934871638,NaN
ZNF674-AS1,-2.0622615673,NaN
CHST7,-2.0797253728,NaN
SLC9A7,-2.1313526343,NaN
RP2,2.4251996671,0.0068069449
CXorf31,-0.1414789492,NaN
PHF16,-0.6708258873,0.6358776407
RGN,-1.229129813,0.4309081012
NDUFB11,-0.6980904149,0.5389294209
RBM10,-2.3398605656,0.0189612812
UBA1,0.6180629292,0.4578361589
INE1,-0.94968523,NaN
CDK16,-0.073214529,0.9509147989
USP11,-0.7977229043,0.4624289548
ZNF157,-0.0247642211,NaN
SNORA11C,NaN,NaN
ZNF41,0.4827062596,0.7384339031
ARAF,-0.5709357968,0.6639278723
SYN1,4.7238025235,2.31E-08
TIMP1,1.2488814722,0.261238247
MIR4769,-0.0127306013,NaN
CFP,2.096176703,0.0646493533
ELK1,-1.7827154635,0.0967505511
UXT,0.514234872,0.5813991504
LOC100133957,NaN,NaN
CXXC1P1,NaN,NaN
ZNF81,1.8315160126,0.1630039096
ZNF182,-2.3927136076,NaN
SPACA5,NaN,NaN
SPACA5B,NaN,NaN
ZNF630,-1.6814600205,NaN
SSX6,NaN,NaN
SSX5,NaN,NaN
SSX1,NaN,NaN
SSX9,NaN,NaN
SSX3,-0.0815314786,NaN
SSX4B,NaN,NaN
SSX4,NaN,NaN
SLC38A5,-3.3977995907,0.0068251651
FTSJ1,-1.3280228211,0.2418374891
PORCN,0.156626504,NaN
EBP,-1.9480826824,NaN
TBC1D25,-0.0138321806,NaN
RBM3,-1.506524556,0.1994772387
WDR13,-2.4986430514,0.0399467969
WAS,4.6256658334,1.16E-08
SUV39H1,-1.3572459169,NaN
GLOD5,-0.151452841,NaN
GATA1,1.7888172666,NaN
HDAC6,-1.2721253472,0.2555629801
ERAS,-0.090371638,NaN
PCSK1N,-0.2451580944,NaN
TIMM17B,0.8306982873,0.372646734
PQBP1,-2.6523891996,NaN
SLC35A2,0.4291348058,0.715285201
PIM2,2.3472451347,0.0057912845
OTUD5,0.2810424642,0.7940376826
KCND1,1.3717630734,0.2927934314
GRIPAP1,-0.8858128653,0.3836920458
TFE3,0.6632507231,0.5540582484
CCDC120,-0.5747271496,NaN
PRAF2,0.8507837622,0.370825866
WDR45,-1.0199534778,0.2718500968
GPKOW,-2.1542047004,0.0647199924
MAGIX,-0.9157801499,NaN
PLP2,2.1618736853,0.0008757932
PRICKLE3,-2.0286205077,NaN
SYP,-0.3627423005,0.8438088484
CACNA1F,1.0582530732,NaN
CCDC22,-3.1425624369,0.0185931235
FOXP3,0.6175218272,NaN
PPP1R3F,-1.477405459,NaN
GAGE10,-0.2289960061,NaN
GAGE12J,NaN,NaN
GAGE13,NaN,NaN
GAGE8,NaN,NaN
GAGE2E,NaN,NaN
GAGE2D,NaN,NaN
GAGE2A,NaN,NaN
GAGE2C,NaN,NaN
GAGE4,NaN,NaN
GAGE5,NaN,NaN
GAGE12I,NaN,NaN
GAGE7,NaN,NaN
GAGE12F,NaN,NaN
GAGE2B,NaN,NaN
GAGE12D,NaN,NaN
GAGE12E,NaN,NaN
GAGE12H,NaN,NaN
GAGE12C,NaN,NaN
GAGE12G,NaN,NaN
GAGE12B,NaN,NaN
GAGE6,NaN,NaN
GAGE1,NaN,NaN
PAGE1,-0.0441911372,NaN
PAGE4,-0.0127306013,NaN
LOC158572,-0.7089480841,NaN
USP27X,-0.1405497569,NaN
CLCN5,0.1416282134,0.9339367165
MIR532,NaN,NaN
MIR188,-0.0127306013,NaN
MIR500A,NaN,NaN
MIR362,NaN,NaN
MIR501,NaN,NaN
MIR500B,NaN,NaN
MIR660,NaN,NaN
MIR502,NaN,NaN
AKAP4,NaN,NaN
CCNB3,-0.5081634222,NaN
DGKK,NaN,NaN
SHROOM4,-0.3483064782,0.7866638942
BMP15,-0.0247642211,NaN
NUDT10,-0.7999627307,NaN
NUDT11,-0.9559284252,NaN
CENPVP1,NaN,NaN
CENPVP2,NaN,NaN
GSPT2,0.6568100195,0.6576682606
MAGED1,0.0699994147,0.9647184492
MAGED4,NaN,NaN
MAGED4B,NaN,NaN
SNORA11E,NaN,NaN
SNORA11D,NaN,NaN
XAGE2,NaN,NaN
XAGE2B,NaN,NaN
XAGE1B,NaN,NaN
XAGE1A,NaN,NaN
XAGE1C,NaN,NaN
XAGE1D,NaN,NaN
XAGE1E,NaN,NaN
SSX8,NaN,NaN
SSX7,NaN,NaN
SSX2,NaN,NaN
SSX2B,NaN,NaN
SPANXN5,NaN,NaN
XAGE5,NaN,NaN
XAGE3,NaN,NaN
FAM156A,-0.4881009422,NaN
FAM156B,NaN,NaN
GPR173,-1.5945362922,NaN
TSPYL2,-3.0253283686,NaN
KDM5C,1.0730028287,0.3213007485
IQSEC2,0.5583421683,0.7320034345
SMC1A,0.3556634828,0.7590925673
RIBC1,1.7199264914,NaN
HSD17B10,-0.9877185873,0.3288253331
HUWE1,-0.8284607562,0.5081247856
MIR98,-0.0362339798,NaN
MIRLET7F2,NaN,NaN
PHF8,-0.5675649713,0.6623002681
FAM120C,-1.8017214845,NaN
WNK3,-0.8475777713,NaN
TSR2,-0.8729306389,0.4718442663
FGD1,-1.6112391143,NaN
GNL3L,0.5303136921,0.7039090176
ITIH6,-0.0635296015,NaN
MAGED2,-0.5299553119,0.6865206131
SNORA11,0.6555942195,NaN
TRO,-0.9051507799,NaN
PFKFB1,-0.151452841,NaN
APEX2,-1.2658828979,0.3097022163
ALAS2,-0.5389827368,NaN
PAGE2B,-0.2294131231,NaN
PAGE2,-0.0127306013,NaN
FAM104B,-0.4497119729,0.7907615376
MTRNR2L10,NaN,NaN
PAGE5,-0.0441911372,NaN
PAGE3,NaN,NaN
MIR4536-1,NaN,NaN
MAGEH1,-0.9206615038,0.4680084573
USP51,-0.937440807,NaN
FOXR2,NaN,NaN
RRAGB,-0.3279442678,NaN
KLF8,-2.123804301,NaN
UBQLN2,0.2644300694,0.8225589522
LOC550643,0.0842763284,0.9655484846
UQCRBP1,-0.1490566753,NaN
SPIN3,0.358741337,NaN
SPIN2B,-1.493907841,NaN
SPIN2A,-0.0232011249,NaN
FAAH2,-1.3057308955,NaN
ZXDB,0.0570415373,0.9768222553
ZXDA,-1.4209336518,NaN
SPIN4,-1.2519099994,NaN
LOC92249,0.2174294897,0.892194996
ARHGEF9,-2.3852146322,0.0859701396
MIR1468,NaN,NaN
AMER1,1.8983077319,0.1737318972
ASB12,-0.090371638,NaN
MTMR8,-0.4570762948,NaN
ZC4H2,0.6203929532,0.6939370964
ZC3H12B,-1.2566058334,NaN
LAS1L,-2.2027878375,0.0430651816
FRMD8P1,NaN,NaN
MSN,0.4092365926,0.7198818614
MIR223,0.7006919354,NaN
VSIG4,0.6892776058,0.618146967
HEPH,-0.6469628057,0.6908572961
EDA2R,-0.7895287513,NaN
AR,-2.3218015163,NaN
OPHN1,-1.452939817,NaN
YIPF6,0.2419170168,0.8584291862
STARD8,-2.2846405383,NaN
EFNB1,-2.9549998817,NaN
PJA1,-3.4445259917,0.0081750575
FAM155B,-0.5455496364,NaN
EDA,-1.2966635309,NaN
MIR676,NaN,NaN
AWAT2,-0.0777814876,NaN
OTUD6A,NaN,NaN
IGBP1,-0.3407933508,0.8248978148
